N ,P,K,SHumidity,STempearture,AHumidity,ATempearture,PH,Rainfall,Label
124.697273,55.373428,144.489227,61.235394,22.671255,72.912399,29.845776,6.543622,109.157982,Bean
122.014381,37.000671,148.230911,63.654255,22.462214,72.594994,29.451904,6.372674,108.568619,Bean
111.381012,52.421852,152.616241,60.471329,24.983479,72.572571,29.22921,6.107289,124.905739,Bean
105.825653,46.821747,119.223526,64.176193,24.808262,66.076172,27.683353,6.284084,81.071709,Bean
109.655251,36.38839,107.446777,62.897999,23.03429,74.981873,27.697176,6.065197,60.388508,Bean
108.493538,40.595036,107.229477,60.793304,21.749264,67.591225,27.637144,6.956977,113.154266,Bean
117.113739,33.137325,153.876556,62.423977,21.473331,73.034286,27.96064,6.475441,108.455536,Bean
100.392532,46.369087,107.781784,63.718151,24.05242,68.709442,28.924625,6.889063,109.395538,Bean
118.196854,33.536816,126.946426,64.547562,24.564423,72.19236,28.553749,6.186623,143.734863,Bean
120.874229,34.988541,149.199738,63.445061,21.567011,67.776512,28.321247,6.643975,70.802612,Bean
121.772842,59.25251,106.15625,63.075516,24.307592,67.661652,27.837769,6.07135,100.250313,Bean
111.432205,50.013229,102.123436,61.503616,25.310097,68.7575,29.219503,6.444737,136.254013,Bean
110.890892,39.428837,108.965965,62.786461,23.416536,69.901283,29.569881,6.759172,75.496552,Bean
115.833038,50.108856,103.947098,60.671032,24.993439,69.93544,27.30051,6.805878,68.121758,Bean
107.95462,33.173607,131.829834,64.740761,21.768961,72.458076,29.521229,6.495968,72.573166,Bean
113.326004,38.536594,127.3984,64.901878,21.291874,66.289009,29.12019,6.053911,76.372475,Bean
103.182373,43.946289,102.659531,60.773338,21.495808,69.65416,28.595728,6.137734,100.755241,Bean
104.875839,34.401031,142.528564,60.81723,21.51347,67.089607,27.717413,6.895391,136.331009,Bean
101.686844,54.735077,145.460403,62.429989,23.95454,74.35955,28.585489,6.494889,66.653763,Bean
112.993408,55.171562,152.508484,62.900955,23.363718,73.016647,27.840488,6.20532,149.972595,Bean
100.898659,51.880333,156.536804,64.898193,21.970425,71.633331,28.82683,6.045829,147.419891,Bean
118.863266,47.046791,135.505371,62.729919,22.041689,68.150772,28.622683,6.665431,106.101257,Bean
115.308495,59.438141,116.747498,61.230328,25.332308,71.637672,29.243792,6.064493,92.40657,Bean
110.787354,39.85759,102.07312,64.880348,24.900164,70.382599,29.69495,6.595458,106.549026,Bean
101.744461,38.920898,112.990524,62.992096,21.366364,71.687126,27.576593,6.942983,112.384476,Bean
110.453987,51.745136,131.292526,62.756485,21.042206,72.442917,29.770739,6.791373,142.036407,Bean
111.931007,53.743206,124.573776,64.632591,22.262098,74.627701,27.379084,6.773529,75.980537,Bean
100.558601,47.804352,148.178406,64.066002,21.231075,67.397842,27.840496,6.771788,82.056847,Bean
111.801384,45.787899,155.466339,62.713844,22.966286,66.442726,27.376648,6.813519,116.386703,Bean
118.61599,44.058128,146.741592,62.374939,21.227226,72.671806,28.020329,6.499333,118.742798,Bean
118.040474,55.769333,132.667633,61.729572,21.628143,73.153877,28.772589,6.701335,130.539368,Bean
111.498657,41.161327,143.69725,63.949238,24.637541,74.355125,27.222424,6.357141,75.544685,Bean
115.630371,50.0588,139.357849,61.029194,22.68944,70.2668,27.472233,6.872007,77.311417,Bean
104.421486,48.191185,151.891159,62.200901,25.611624,70.72644,28.001799,6.808624,105.445114,Bean
117.32431,56.98307,151.144028,63.125435,23.445803,65.43129,27.905777,6.641226,96.616394,Bean
100.285622,55.447186,146.587326,63.927197,24.72373,70.248672,28.169411,6.937205,77.699928,Bean
112.915024,57.786221,145.767715,62.994205,21.360888,73.317673,28.638943,6.765602,68.59938,Bean
109.438049,59.120399,158.925812,60.549408,23.919136,73.465584,28.866419,6.116666,145.07193,Bean
100.678154,41.816273,113.533745,62.645344,22.77615,73.958122,27.094036,6.826268,127.095467,Bean
106.111877,31.323036,134.967453,62.541771,24.92531,70.510033,27.192692,6.952225,62.33424,Bean
105.312271,34.10894,105.082062,63.994469,24.486145,66.242096,27.187666,6.760642,65.874542,Bean
122.451004,41.068783,115.657181,60.720863,21.083744,66.619774,27.931805,6.897618,77.345772,Bean
117.544083,50.336266,143.933411,64.045387,24.235409,74.267532,29.412195,6.396962,138.588257,Bean
116.203163,42.537773,109.02916,61.780933,21.902681,71.143379,29.757545,6.519814,81.371094,Bean
113.284042,31.177639,147.487015,61.391895,25.077183,71.555214,28.232315,6.703496,85.467529,Bean
100.498695,52.509872,111.331863,63.786152,25.00437,71.725601,28.933424,6.89293,61.161419,Bean
104.529167,50.074368,153.795654,61.682812,22.194557,72.432388,28.877735,6.573724,97.743576,Bean
116.466415,44.123928,150.146545,62.16523,25.572989,66.209373,29.828043,6.841229,126.222771,Bean
105.374535,55.910904,153.860428,64.603378,25.517839,73.815208,29.650837,6.788321,137.492432,Bean
106.216011,44.809444,139.256073,64.112801,25.149097,71.791939,27.463226,6.068613,104.397331,Bean
104.459824,39.295494,142.655029,60.066189,22.936707,74.226013,27.668531,6.046549,126.195358,Bean
106.273193,47.791237,150.397232,64.501579,21.488264,70.44854,28.477667,6.834149,134.912308,Bean
100.079285,31.856236,114.761429,61.84272,21.190786,74.942719,29.085909,6.734045,60.498592,Bean
119.768311,38.733635,159.402527,61.296516,22.269016,70.863686,29.912325,6.111042,68.601929,Bean
117.060547,56.648827,152.470352,64.381927,25.388428,65.831139,28.172617,6.429607,91.461342,Bean
101.823746,39.777134,127.751961,64.834816,21.55715,71.629845,29.662502,6.677028,112.883072,Bean
105.222305,59.478767,130.695053,64.053001,22.311222,68.306602,29.683064,6.902415,60.638321,Bean
103.991554,50.392029,117.044128,64.014519,21.650526,65.458847,28.551701,6.203136,107.441879,Bean
102.382347,56.58149,115.930374,63.900814,21.788225,74.027687,27.502998,6.448815,134.939911,Bean
117.023682,45.26667,126.161392,61.766842,24.277508,69.749329,27.059711,6.715935,117.025024,Bean
122.607544,34.450157,103.785721,61.389454,21.877752,73.130661,29.572029,6.702469,76.184669,Bean
120.422821,52.350819,148.598007,60.630383,22.416368,72.181564,29.275585,6.150151,115.479294,Bean
103.522339,55.427994,109.858643,60.71608,22.915047,69.104454,27.282135,6.073077,132.569702,Bean
113.237915,53.508957,143.14357,62.418652,23.567192,68.397461,27.044262,6.574477,93.496094,Bean
124.844307,40.542007,140.489166,62.831284,22.027992,67.908005,27.277384,6.958775,70.9244,Bean
120.846649,52.411068,101.002678,63.841515,25.360849,69.535744,28.187912,6.714303,79.186111,Bean
113.523537,48.956139,129.730881,61.345844,22.29092,73.646133,28.213673,6.511682,111.196014,Bean
112.759331,38.328224,126.256882,60.825489,22.388878,66.225677,28.916327,6.724376,79.523781,Bean
105.284691,51.531464,159.928497,64.390923,23.279985,68.001328,27.054331,6.830969,74.258034,Bean
114.201691,59.772415,143.264633,63.991188,24.067072,72.604256,28.307707,6.33795,88.291473,Bean
118.871208,38.65126,101.224327,63.36726,21.314188,71.73571,29.109016,6.676601,81.858017,Bean
110.596962,54.640404,105.010551,63.385391,21.76613,69.243423,27.241995,6.59161,80.132576,Bean
111.652695,40.841198,158.921814,64.712051,24.150816,74.22403,29.239511,6.235568,105.637253,Bean
111.415283,57.987526,145.157745,62.412647,24.549597,71.003242,28.521212,6.073563,70.446274,Bean
101.800133,37.178181,114.039711,60.166325,22.668812,65.386803,29.999542,6.111424,101.50367,Bean
124.936737,41.018837,146.408829,61.103947,23.227997,70.779243,27.471827,6.939063,131.104782,Bean
111.913986,50.497398,156.489609,61.198799,23.553967,67.728844,27.454638,6.966493,71.607697,Bean
106.3293,56.252548,107.835373,61.849136,23.863369,72.819191,28.877277,6.685149,139.247238,Bean
116.403152,54.142769,136.555374,63.269176,22.800987,71.988617,27.29987,6.780292,107.327553,Bean
117.288521,46.408302,150.350037,60.802181,23.071806,66.54406,27.105474,6.754813,149.100128,Bean
112.545311,41.061993,147.091431,60.961933,23.012466,69.61113,29.340502,6.753762,93.644569,Bean
120.862976,33.438263,119.210403,63.335365,24.737694,71.214638,27.968403,6.826841,83.522911,Bean
123.561722,34.199539,140.747253,60.303757,23.56007,71.992599,28.583139,6.588963,134.012436,Bean
112.624596,41.918228,101.852867,62.804653,23.203255,69.553848,28.426411,6.487807,94.143158,Bean
115.631287,41.171898,118.61293,64.631882,21.00671,67.078323,27.880726,6.937883,92.124832,Bean
115.622269,59.848366,133.217606,64.685684,22.948498,72.823738,29.755756,6.01857,75.473778,Bean
114.448341,50.695366,129.604828,62.639465,23.760405,66.183685,28.088913,6.164834,147.026245,Bean
120.853592,40.650665,149.307983,63.684879,22.317932,70.384926,27.563789,6.840299,92.763161,Bean
119.613823,50.240395,150.261734,63.700199,23.599024,73.282585,28.307455,6.221706,122.915649,Bean
116.830688,47.276852,145.535202,61.540279,24.54863,65.211372,28.591909,6.61365,131.966156,Bean
112.877274,54.917336,115.469368,60.451721,25.595438,65.134254,27.623501,6.556233,149.788177,Bean
117.221367,53.690552,154.047455,60.089653,24.476776,71.413246,27.879484,6.924176,139.100327,Bean
112.25351,39.62767,134.133209,62.170666,25.964996,72.392937,27.867496,6.7638,97.445435,Bean
116.399612,50.345329,125.328011,61.167801,22.510487,69.238708,27.905636,6.62931,132.35791,Bean
105.45929,47.199509,137.19101,62.508305,22.043966,74.810699,27.923746,6.498652,82.596413,Bean
112.097816,49.169678,114.622368,60.001949,21.992989,65.300941,28.14488,6.722575,108.369835,Bean
112.246262,42.756397,126.330688,60.009315,21.871336,73.77446,29.09354,6.343612,61.544006,Bean
118.982826,36.155651,106.921898,63.854149,23.334888,73.456841,27.061207,6.010334,133.792419,Bean
124.857147,56.497902,140.879242,60.827438,23.381866,66.526627,29.147879,6.446951,127.893616,Bean
117.530952,34.287865,126.259178,64.400238,24.151321,66.775787,27.445126,6.174581,75.80204,Bean
108.184517,35.928066,150.186523,62.845337,21.40196,71.061096,29.170223,6.348284,72.083908,Bean
118.728355,35.149162,142.103577,64.194695,23.696056,73.262337,29.389874,6.123552,149.751648,Bean
103.127914,57.928268,131.26973,62.785629,24.917452,71.019203,29.684637,6.766191,95.934616,Bean
119.837212,45.769264,149.108337,62.557388,24.552774,70.285126,27.691435,6.583851,117.721153,Bean
105.143646,33.136688,127.261314,61.607342,22.245653,69.265579,29.389416,6.197115,70.197922,Bean
104.928047,35.106449,145.309448,62.951954,21.586264,71.406006,27.156466,6.877616,137.438293,Bean
119.773949,55.788101,135.517151,63.661335,21.780773,66.064369,28.146072,6.522914,98.825928,Bean
117.057632,52.634087,123.750923,62.806141,24.799618,71.994423,28.266693,6.163608,81.805618,Bean
111.257339,31.358995,153.144821,64.801086,24.449633,69.225197,27.456335,6.562765,126.685524,Bean
111.177101,49.93087,112.072525,61.930511,23.58176,73.052986,28.251545,6.303206,146.153488,Bean
109.346153,39.042389,114.100952,63.608322,21.871424,73.538483,27.607197,6.918421,80.905746,Bean
123.802658,41.420986,140.236252,60.763023,21.462099,73.836327,28.424738,6.316527,70.330101,Bean
107.04007,52.369133,131.282928,60.265877,22.319454,69.267624,29.834684,6.130048,79.676399,Bean
107.907867,42.241928,154.848206,63.912079,24.431494,70.531075,29.033607,6.507383,64.918182,Bean
111.427254,52.339218,142.089111,63.567677,23.665354,68.390175,29.305464,6.804333,104.473259,Bean
122.671356,33.541027,149.895859,64.897758,22.326164,71.34594,29.590441,6.067931,111.801239,Bean
123.530136,42.09029,128.065826,63.597763,21.379992,68.35482,27.122519,6.525953,80.39196,Bean
100.875595,43.03458,111.693947,61.207146,21.425756,69.57386,29.869253,6.969167,101.499496,Bean
118.524948,43.191696,139.203827,63.582634,23.644094,66.730873,27.897898,6.90823,144.564392,Bean
118.143951,32.330685,118.327553,62.297962,23.979015,66.637405,28.71443,6.74766,143.307617,Bean
117.706284,59.311432,157.229141,62.747425,24.974386,69.785233,27.492756,6.582817,83.465645,Bean
106.402222,38.109028,154.673203,64.034355,23.239532,66.865128,28.777382,6.464463,144.35257,Bean
110.365326,55.02124,112.375,62.387615,22.45579,73.050652,29.581926,6.671835,132.407928,Bean
104.959793,38.939102,131.362335,64.918091,24.939383,67.178169,28.398392,6.346617,120.911079,Bean
122.801834,57.454357,120.001205,60.20216,24.750019,71.103836,29.701128,6.093772,126.710472,Bean
115.824608,42.220749,149.56601,64.89592,23.499756,72.861351,27.726807,6.170488,65.004356,Bean
117.05761,57.108776,145.984711,64.920036,25.932373,67.479118,27.49194,6.069192,79.280914,Bean
110.048096,40.210754,146.331894,60.211475,25.621353,69.878296,28.838547,6.437385,128.254486,Bean
109.807434,47.376404,156.487915,63.750069,25.834644,71.318192,27.788012,6.180822,138.796783,Bean
116.914764,53.606678,126.863953,60.747475,23.31424,69.005737,29.639818,6.516144,147.17453,Bean
102.579048,43.498619,112.591072,64.611717,23.772675,71.654076,29.283672,6.611966,144.056519,Bean
117.991951,52.304466,146.674438,61.595406,21.236603,67.379288,29.958235,6.529106,60.880688,Bean
110.64312,57.755844,108.967529,64.942169,21.010296,67.268074,29.029694,6.639696,146.926178,Bean
105.706963,41.426888,143.860809,62.397343,22.690126,67.673286,28.968311,6.378158,89.991135,Bean
112.829163,38.073734,135.782761,64.152794,24.789379,72.664406,27.64967,6.112957,118.601837,Bean
115.786758,59.892532,136.228836,61.549515,22.255947,71.533653,28.419109,6.836811,67.1241,Bean
110.635002,45.53334,129.170258,60.349297,23.27639,74.079292,29.124775,6.255774,77.429428,Bean
107.603111,33.861835,111.299919,62.814129,25.570152,73.728775,28.79574,6.635871,67.427773,Bean
107.844391,52.526619,159.979767,64.355659,21.055565,68.528076,29.685802,6.000419,88.929718,Bean
121.892349,45.892334,122.315063,60.150387,21.726023,68.304489,29.581112,6.818538,144.11496,Bean
118.780212,52.792709,123.372452,64.744637,23.151911,71.781761,27.047285,6.939078,63.581261,Bean
117.190544,31.569008,114.080711,62.963978,21.926989,67.066551,27.292999,6.918839,109.835449,Bean
120.695007,56.31332,102.551315,60.913414,22.188122,67.140816,28.005848,6.135065,64.445045,Bean
100.820282,45.161839,154.655365,60.010513,24.471365,66.049377,29.881971,6.069126,83.25766,Bean
100.098412,42.810936,108.928925,61.876057,25.358482,72.597633,29.326607,6.426223,114.753639,Bean
107.122253,48.652534,144.640442,64.481094,24.853476,70.530991,27.311314,6.939398,108.918312,Bean
123.491638,47.702866,144.551224,64.908272,25.797527,72.395325,29.472412,6.137057,135.058899,Bean
123.62854,53.901226,136.994751,60.47382,25.738474,65.952446,29.449127,6.952177,135.145599,Bean
107.997849,31.687117,156.334381,60.688236,25.279232,65.104851,27.180567,6.908566,60.417805,Bean
117.016594,59.894562,123.755058,63.490906,23.441622,74.12619,27.37031,6.045286,129.623276,Bean
116.772499,55.231911,155.322296,62.771782,23.717489,67.589851,28.163555,6.699836,128.453217,Bean
100.704124,59.998547,153.563522,63.435661,24.25362,69.890083,27.673321,6.491383,83.883446,Bean
123.418816,38.00359,118.428253,62.525261,25.681156,65.991318,29.14769,6.509749,123.975861,Bean
102.137825,50.253151,107.697296,60.159397,25.173279,65.640503,27.745481,6.371672,110.861145,Bean
105.663918,38.937645,124.925858,63.353748,23.193003,72.068253,29.071712,6.838,144.794525,Bean
121.220657,35.457947,138.429459,62.727425,24.431173,72.095154,28.84882,6.603522,100.686333,Bean
117.962433,32.473904,157.263306,60.055317,22.673035,73.501854,28.472286,6.54216,115.865509,Bean
122.721527,36.046421,110.910568,63.273785,23.125374,74.547371,29.563652,6.907193,74.075447,Bean
106.268745,44.668705,110.910568,62.9389,24.052528,66.97345,29.563652,6.040906,78.940811,Bean
174.968979,47.316383,153.835709,81.402252,28.015808,63.821407,20.250357,6.000492,192.645111,Cucumber
163.452927,37.787468,187.531143,66.115952,25.022764,67.976311,18.075466,6.26663,190.014771,Cucumber
189.555466,45.128899,120.249466,66.098518,27.74556,68.858139,21.806335,6.264744,186.560684,Cucumber
181.934128,47.069473,133.332047,77.57402,26.651249,68.156914,19.289587,6.300622,188.281006,Cucumber
151.351883,28.271782,89.766251,72.387794,28.662132,61.381824,18.879253,6.272609,178.41658,Cucumber
151.02475,43.540737,182.916763,81.543716,25.504503,61.489208,19.514095,6.419504,173.342804,Cucumber
163.503021,30.552433,77.052956,70.999252,28.114037,64.919907,16.462467,6.1272,185.305756,Cucumber
179.955841,43.243164,145.501221,65.897667,24.036066,60.027744,23.675335,6.087742,182.213974,Cucumber
172.399918,25.038059,156.961334,83.260452,24.130106,63.838951,16.987532,6.321811,199.595367,Cucumber
158.408112,48.385059,132.093292,70.227905,25.667862,64.128067,23.100941,6.241055,160.168015,Cucumber
187.058487,46.070419,151.542786,72.624733,23.064451,63.473248,17.11916,6.035005,185.875565,Cucumber
180.535126,34.674725,167.120178,67.271507,25.269724,65.489128,20.483749,6.346688,197.355774,Cucumber
188.619293,40.571732,156.446747,84.946388,23.679478,66.646385,22.67683,6.243678,179.33638,Cucumber
167.949585,30.668476,171.477234,78.536537,25.388527,62.166664,20.377361,6.363656,173.962173,Cucumber
187.407242,39.154724,111.34642,66.720924,28.797688,66.777374,22.037952,6.405567,170.498016,Cucumber
183.096725,38.784851,114.750465,70.012756,24.097219,62.767998,17.394291,6.362339,153.307373,Cucumber
179.812073,43.411072,94.154366,66.753273,26.756369,64.905441,17.823763,6.235995,184.932877,Cucumber
